"component_name","ionization","assigned_internal_standard","panel","sample_id","abundance","description","cell_number","genotype","condition","sex","batch","group"
"DG(18:0_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","28",-2.638,"HOM, Methoxy POS",19022,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"DG(18:0_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","29",-1.637,"HOM, Methoxy POS",30024,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"DG(18:0_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","30",-1.83,"HOM, Methoxy POS",30000,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","1",-0.8657,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_1","WT, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","2",-2.156,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Female","Day_1","APP-SAA, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","3",-2.176,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_1","WT, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","4",-2.408,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Female","Day_1","APP-SAA, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","5",-2.256,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","6",-2.041,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_2","WT, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","7",-2.508,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","8",-2.427,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_2","WT, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","9",-1.863,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","10",-2.274,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","11",-2.047,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_2","WT, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","12",-1.377,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_2","WT, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","13",-1.549,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","14",-1.036,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","15",-2.142,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","16",-0.9032,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","17",-2.026,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","18",-1.95,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","19",-1.876,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","20",-2.672,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","21",-3.368,"HOM, Methoxy POS",50000,"APP_SAA_Hom","Methoxy_Pos","Female","Day_1","APP-SAA, Methoxy+"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","22",-1.848,"HOM, Methoxy POS",34378,"APP_SAA_Hom","Methoxy_Pos","Female","Day_1","APP-SAA, Methoxy+"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","23",-1.9,"HOM, Methoxy POS",47311,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","24",-2.209,"HOM, Methoxy POS",50000,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","25",-1.74,"HOM, Methoxy POS",34185,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","26",-0.1239,"HOM, Methoxy POS",30040,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","27",-1.192,"HOM, Methoxy POS",40165,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","28",-1.336,"HOM, Methoxy POS",19022,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","29",-1.424,"HOM, Methoxy POS",30024,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"DG(18:0_22:6)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","30",-1.54,"HOM, Methoxy POS",30000,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","1",-1.43,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_1","WT, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","2",-1.338,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Female","Day_1","APP-SAA, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","3",-1.89,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_1","WT, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","4",-1.352,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Female","Day_1","APP-SAA, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","5",-1.417,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","6",-0.5198,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_2","WT, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","7",-1.166,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","8",-1.361,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_2","WT, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","9",-1.427,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","10",-1.34,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","11",-1.03,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_2","WT, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","12",-1.458,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_2","WT, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","13",-0.8892,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","14",-1.495,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","15",-1.156,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","16",-0.9915,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","17",-0.9759,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","18",-1.145,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","19",-0.9912,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","20",-1.104,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","21",-0.8627,"HOM, Methoxy POS",50000,"APP_SAA_Hom","Methoxy_Pos","Female","Day_1","APP-SAA, Methoxy+"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","22",-1.187,"HOM, Methoxy POS",34378,"APP_SAA_Hom","Methoxy_Pos","Female","Day_1","APP-SAA, Methoxy+"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","23",-0.7334,"HOM, Methoxy POS",47311,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","24",-1.088,"HOM, Methoxy POS",50000,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","25",-1.411,"HOM, Methoxy POS",34185,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","26",-1.341,"HOM, Methoxy POS",30040,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","27",-1.009,"HOM, Methoxy POS",40165,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","28",-1.061,"HOM, Methoxy POS",19022,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","29",-0.9486,"HOM, Methoxy POS",30024,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"DG(18:1/18:1)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","30",-1.302,"HOM, Methoxy POS",30000,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","1",-6.492,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_1","WT, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","2",-4.542,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Female","Day_1","APP-SAA, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","3",-5.092,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_1","WT, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","4",-4.605,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Female","Day_1","APP-SAA, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","5",-3.708,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","6",-2.876,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_2","WT, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","7",-3.742,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","8",-3.973,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_2","WT, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","9",-3.802,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","10",-3.511,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","11",-4.708,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_2","WT, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","12",-3.966,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_2","WT, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","13",-2.817,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","14",-4.13,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","15",-2.779,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","16",-3.481,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","17",-2.896,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","18",-3.778,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","19",-3.293,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","20",-3.989,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","21",-2.837,"HOM, Methoxy POS",50000,"APP_SAA_Hom","Methoxy_Pos","Female","Day_1","APP-SAA, Methoxy+"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","22",-3.976,"HOM, Methoxy POS",34378,"APP_SAA_Hom","Methoxy_Pos","Female","Day_1","APP-SAA, Methoxy+"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","23",-2.017,"HOM, Methoxy POS",47311,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","24",-2.637,"HOM, Methoxy POS",50000,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","25",-3.232,"HOM, Methoxy POS",34185,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","26",-3.779,"HOM, Methoxy POS",30040,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","27",-2.432,"HOM, Methoxy POS",40165,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","28",-4.401,"HOM, Methoxy POS",19022,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","29",-3.594,"HOM, Methoxy POS",30024,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"DG(18:1_20:4)","positive","DG(15:0/18:1(d7))-Lipid-pos","Lipid","30",-3.633,"HOM, Methoxy POS",30000,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","1",-6.309,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_1","WT, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","2",-4.77,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Female","Day_1","APP-SAA, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","3",-5.559,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_1","WT, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","4",-4.8,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Female","Day_1","APP-SAA, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","5",-5.7,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","6",-5.042,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_2","WT, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","7",-5.205,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","8",-5.241,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_2","WT, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","9",-5.197,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","10",-4.573,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","11",-5.386,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_2","WT, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","12",-5.074,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_2","WT, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","13",-4.893,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","14",-5.824,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","15",-4.598,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","16",-4.846,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","17",-4.533,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","18",-5.585,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","19",-4.654,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","20",-5.32,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","21",-3.408,"HOM, Methoxy POS",50000,"APP_SAA_Hom","Methoxy_Pos","Female","Day_1","APP-SAA, Methoxy+"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","22",-3.881,"HOM, Methoxy POS",34378,"APP_SAA_Hom","Methoxy_Pos","Female","Day_1","APP-SAA, Methoxy+"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","23",-3.521,"HOM, Methoxy POS",47311,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","24",-3.636,"HOM, Methoxy POS",50000,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","25",-4.432,"HOM, Methoxy POS",34185,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","26",-4.417,"HOM, Methoxy POS",30040,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","27",-3.76,"HOM, Methoxy POS",40165,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","28",-5.204,"HOM, Methoxy POS",19022,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","29",-4.692,"HOM, Methoxy POS",30024,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"HexCer(d18:1/16:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","30",-4.737,"HOM, Methoxy POS",30000,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"HexCer(d18:1/18:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","1",-5.392,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_1","WT, Methoxy-"
"HexCer(d18:1/18:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","2",-4.633,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Female","Day_1","APP-SAA, Methoxy-"
"HexCer(d18:1/18:0)","positive","GlcCer(d18:1(d5)/18:0)-Lipid-pos","Lipid","3",-4.523,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_1","WT, Methoxy-"
